# 2024年12月18日 星期三 21时36分54秒

# input dimensionality
5

# covariance function
CovSum(CovSEard, CovNoise)

# log-hyperparameter
-0.954075751 0.004178717191 -0.2255889081 -0.2123233794 -0.1643742325 0.8476414705 -6.156158604 

# data (target value in first column)
-2.069907982e+12 2.914283681 -0.04790491562 0.03889985505 0 0.038 
7.316920939e+11 3.084252966 -0.05169729688 0.0401958938 -0.001 0.048 
3.442825858e+11 2.978544247 -0.06192647587 0.0352719185 0.006 0.02 
-7.556604113e+11 2.671198671 0.1426603509 -0.07817530014 0.037 -0.001 
8.1979814e+10 3.520721994 0.003830387901 0.0297979346 -0.001 0.048 
-2.173642087e+12 2.650917319 0.0911678415 -0.06818549313 0.037 -0.001 
1.011060497e+11 2.450031353 0.1895793124 -0.07924158211 0 0.035 
1.097580646e+12 2.601884596 0.1702770887 -0.088131609 0.037 -0.001 
8.755962706e+11 3.069481411 -0.05868133156 0.04168478327 -0.001 0.048 
1.364561497e+11 2.619816451 0.05998794726 -0.04886643955 0.037 -0.001 
-1.794433212e+11 3.701189765 0.03279857154 0.009540769043 0 0.048 
-8.999423661e+12 3.066758844 -0.05862776698 0.04507730888 -0.001 0.048 
-9.425143216e+11 2.679026221 -0.005294386748 -0.02546691682 0.037 -0.001 
1.914119642e+12 2.902194453 -0.04603895967 0.03843649786 0 0.038 
-7.583478963e+12 3.087773471 -0.05866063134 0.04275233699 -0.001 0.048 
3.892648234e+12 3.062736204 -0.07439282352 0.04547045799 -0.001 0.048 
3.62231079e+12 3.090467653 -0.05243660347 0.03859210008 -0.001 0.048 
2.68286083e+10 3.950558258 0.05440819628 -0.005383400162 0.037 0.047 
4.936436927e+12 3.078993267 -0.0609983903 0.04522727451 -0.001 0.048 
-1.30050444e+10 3.425960134 -0.01869268513 0.03285222064 -0.001 0.048 
-2.151098596e+11 3.054859483 -0.04368659286 0.04296605059 0 0.041 
2.014253042e+11 2.642979368 0.06975801982 -0.06096885383 0.037 -0.001 
4.236139729e+12 3.077200048 -0.03784802231 0.04521675655 -0.001 0.048 
-1.313137289e+12 3.095937338 -0.03941635294 0.03879068998 -0.001 0.048 
